"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","733","1","chkLoanOffsets","checkbox","Check Box","general","קיזוז הלוואה","False","1"
"שדות","631","1","chkLocalPublicMan","checkbox","Check Box","general","איש ציבור מקומי","False","1"
"שדות","633","1","chkLocalPublicManRole","checkbox","Check Box","general","תפקיד איש ציבור שותף . בן משפחה","False","1"
"שדות","708","1","chkLongTermInvestment_","checkbox","Check Box","general","השקעה לטווח ארוך","False","1"
"שדות","652","2","chkLongTermSaving","checkbox","Check Box","general","חסכון לטווח ארוך","False","1"
"שדות","145","1","chkLoyalty","checkbox","Check Box","general","נאמנות","False","1"
"שדות","358","2","chkMagneticSubstrateType","checkbox","Check Box","general","סוג מצע מגנטי","False","1"
"שדות","604","2","chkMahala","checkbox","Check Box","general","סוג מחלה","False","1"
"שדות","312","2","chkManagementFeesFromCurrentDeposit","checkbox","Check Box","general","דמי ניהול מההפקדה השוטפת","False","1"
"שדות","313","2","chkManagementFeesFromTheCumulativeSavings","checkbox","Check Box","general","דמי ניהול מהחיסכון המצטבר","False","1"
"שדות","843","1","chkManagementFeesPermanent","checkbox","Check Box","general","דמי ניהול קבועים","False","1"
"שדות","661","1","chkMarriage","checkbox","Check Box","general","חתונה","False","1"
"שדות","653","2","chkMediumTermSaving","checkbox","Check Box","general","חסכון לטווח בינוי","False","1"
"שדות","383","1","chkMevazeaIzavon","checkbox","Check Box","general","מנהל עיזבון","False","1"
"שדות","387","1","chkMevazeaKatin","checkbox","Check Box","general","קטין","False","1"
"שדות","380","1","chkMevazeaMKoah","checkbox","Check Box","general","מיופה כוח","False","1"
"שדות","381","1","chkMevazeaParent","checkbox","Check Box","general","הורה","False","1"
"שדות","384","1","chkMevazeaShiput","checkbox","Check Box","general","זכאי מכוח החלטה שיפוטית","False","1"
"שדות","232","2","chkModelChile_No","checkbox","Check Box","general","","False","1"
"שדות","231","2","chkModelChile_Yes","checkbox","Check Box","general","מודל ציליאני","False","1"
"שדות","693","2","chkMoneyFromIsrael","checkbox","Check Box","general","להעביר את הכספים לחשבון - מישראל","False","1"
"שדות","692","2","chkMoneyNotFromIsrael","checkbox","Check Box","general","להעביר את הכספים לחשבון - מדינה אחרת","False","1"
"שדות","433","1","chkMonthlyDeposit","checkbox","Check Box","general","הפקדה חודשית סימון","False","1"
"שדות","462","2","chkMonthlyPayment","checkbox","Check Box","general","תשלום שוטף חודשי","False","1"
"שדות","463","2","chkMonthlyPaymentPeriod","checkbox","Check Box","general","תשלום חודשי לתקופה","False","1"
"שדות","399","2","chkMonthlyRoute","checkbox","Check Box","general","מסלול חודשי","False","1"
"שדות","732","1","chkMonthlyWithdrawal","checkbox","Check Box","general","משיכה חודשית","False","1"
"שדות","648","1","chkMonthWithdrawal","checkbox","Check Box","general","משיכה חודשי","False","1"
"שדות","316","1","chkMovingDeciaration","checkbox","Check Box","general","הצהרת הקופה המעבירה","False","1"
"שדות","243","1","chkMutavim","checkbox","Check Box","general","מוטבים","False","1"
"שדות","412","2","chkNameOfTransferRoute","checkbox","Check Box","general","שם מסלול מעביר","False","1"
"שדות","857","2","chkNargila","checkbox","Check Box","general","נרגילה","False","1"
"שדות","844","1","chkNewHoraa","checkbox","Check Box","general","הוראה חדשה","False","1"
"שדות","559","1","chkNewLoan","checkbox","Check Box","general","הלוואה חדשה","False","1"
"שדות","684","1","chkNewRouteName","checkbox","Check Box","general","שם מסלול חדש","False","1"
"שדות","36","2","chkNis","checkbox","Check Box","general","חלק בש""ח","False","1"
"שדות","654","2","chkNoActivityAbroad","checkbox","Check Box","general","לא קיימת פעילות בחול","False","1"
"שדות","683","1","chkNoChangeDeposits","checkbox","Check Box","general","לא להעביר הפקדות שוטפות למסלול","False","1"
"שדות","144","2","chkNoddedExpatriate","checkbox","Check Box","general","הנהנה תושב חוץ","False","1"
"שדות","145","2","chkNoddedNotExpatriate","checkbox","Check Box","general","הנהנה לא תושב חוץ","False","1"
"שדות","148","2","chkNoddedNotPublicFigure","checkbox","Check Box","general","הנהנה לא איש ציבור צק","False","1"
"שדות","244","1","chkNoDefaultMutavim","checkbox","Check Box","general","לא לעשות מוטבים ברירת מחדל","False","1"
"שדות","705","2","chkNoDisabilityWAsEstablished","checkbox","Check Box","general","לא נקבע נכות","False","1"
"שדות","424","2","chkNoExpectedDeposits","checkbox","Check Box","general","אין הפקדות צפויות","False","1"
"שדות","428","2","chkNoExpectedDepositsFromAForeignCountry","checkbox","Check Box","general","לא קיימות הפקדות צפויות ממדינה זרה","False","1"
"שדות","564","2","chkNoGrace","checkbox","Check Box","general","לא גרייס","False","1"
"שדות","246","2","chkNoLinkage","checkbox","Check Box","general","ללא הצמדה","False","1"
"שדות","577","1","chkNoMishkun","checkbox","Check Box","general","קופה לא ממשוכנת","False","1"
"שדות","643","2","chkNoRefusalToOpen","checkbox","Check Box","general","לא סירב לפתוח חשבון","False","1"
"שדות","196","1","chkNoServiceRecipientsExist","checkbox","Check Box","general","לא קיימים מקבלי שירות","False","1"
"שדות","297","2","chkNoTaxPayerAsAStateOfResidence","checkbox","Check Box","general","לא משלם מס למדינת התושבות","False","1"
"שדות","854","1","chkNotChangePolisa","checkbox","Check Box","general","לא צריך להחליף פוליסת הביטוח","False","1"
"שדות","712","2","chkNotConfirmingInformation","checkbox","Check Box","general","לא  מאשר נתונים","False","1"
"שדות","418","2","chkNotConfirmingMessages","checkbox","Check Box","general","לא  מאשר הודעות","False","1"
"שדות","871","2","chkNotConnectToFileManagment","checkbox","Check Box","general","אש לא קשור למנהל התיקים","False","1"
"שדות","595","2","chkNotExistingEnjoysItsDetailsYetUnknown","checkbox","Check Box","general","לא קיים נהנה פרטיו טרם ידועים","False","1"
"שדות","633","2","chkNotForeignPublicMan","checkbox","Check Box","general","לא איש ציבור זר","False","1"
"שדות","618","2","chkNotForeignResidentForTheLast5Years","checkbox","Check Box","general","לא תושב חוץ ב5 שנים האחרונות","False","1"
"שדות","173","2","chkNotInOneOfTheseCountries","checkbox","Check Box","general","","False","1"
"שדות","725","2","chkNotLegalwithdrawalOfFunds","checkbox","Check Box","general","משיכת כספים שלא כדין","False","1"
"שדות","632","2","chkNotLocalPublicMan","checkbox","Check Box","general","לא איש ציבורי מקומי","False","1"
"שדות","689","2","chkNotOwnerExpatriate","checkbox","Check Box","general","תושב חוץ לקוח לא בעלים","True","2"
"שדות","691","2","chkNotOwnerExpatriate","checkbox","Check Box","general","מען","True","2"
"שדות","767","2","chkNotOwnerPubliclyHeld","checkbox","Check Box","general","בעל תפקיד ציבורי","False","1"
"שדות","681","2","chkNotOwnerStatus_e","checkbox","Check Box","general","שכיר","False","1"
"שדות","682","2","chkNotOwnerStatus_i","checkbox","Check Box","general","עצמאי","False","1"
"שדות","687","2","chkNotOwnerStatus_k","checkbox","Check Box","general","קטין","False","1"
"שדות","688","2","chkNotOwnerStatus_ki","checkbox","Check Box","general","עמית בקיבוץ","False","1"
"שדות","683","2","chkNotOwnerStatus_p","checkbox","Check Box","general","גמלאי","False","1"
"שדות","685","2","chkNotOwnerStatus_st","checkbox","Check Box","general","סטודנט","False","1"
"שדות","684","2","chkNotOwnerStatus_u","checkbox","Check Box","general","לא מועסק","False","1"
"שדות","686","2","chkNotOwnerStatus_y","checkbox","Check Box","general","אברך/תלמיד ישיבה","False","1"
"שדות","628","2","chkNotPartnerPublicFigure","checkbox","Check Box","general","לא קרוב של איש ציבור","False","1"
"שדות","842","1","chkNotPromisedToannuity","checkbox","Check Box","general","מקדם קצבה לא מובטח","False","1"
"שדות","590","2","chkNotProxy","checkbox","Check Box","general","מיופה כח לא קרוב משפחה","False","1"
"שדות","132","2","chkNotSeniorPositionPast5Years","checkbox","Check Box","general","~ אתה או משפחתך לא כיהן בתפקיד בכיר  ב5 שנים האחרונות","False","1"
"שדות","84","2","chkNotSign","checkbox","Check Box","general","לא סומן","False","1"
"שדות","295","2","chkNoUSResident","checkbox","Check Box","general","לא תושב ארה""ב","False","1"
"שדות","315","2","chkNoUSResidentForTaxPurposes","checkbox","Check Box","general","לא תושב ארה""ב לצורכי מס","False","1"
"שדות","573","2","chkNoZamudMadad","checkbox","Check Box","general","לא צמוד מדד","False","1"
"שדות","528","2","chkNumberOfChildren","checkbox","Check Box","general","מספר ילדים","False","1"
"שדות","712","1","chkOneTimeDeposits_","checkbox","Check Box","general","הפקדות חד פעמיות","False","1"
"שדות","843","2","chkOneTimeDeposits_Abroad","checkbox","Check Box","general","הפקדות חד פעמיות צפויות-הפקדות מחו""ל","False","1"
"שדות","842","2","chkOneTimeDeposits_Casual","checkbox","Check Box","general","הפקדות חד פעמיות צפויות-לעיתים מזדמנות","False","1"
"שדות","840","2","chkOneTimeDeposits_Nerver","checkbox","Check Box","general","הפקדות חד פעמיות צפויות-אף פעם לא","False","1"
"שדות","841","2","chkOneTimeDeposits_Seldom","checkbox","Check Box","general","הפקדות חד פעמיות צפויות-לעיתים רחוקות","False","1"
"שדות","477","2","chkOneTimePayment","checkbox","Check Box","general","תשלום חד פעמי","False","1"
"שדות","400","2","chkOneTimeRoute","checkbox","Check Box","general","מסלול חד פעמי","False","1"
"שדות","647","1","chkOneTimeWithdrawal","checkbox","Check Box","general","משיכה חד פעמית","False","1"
"שדות","388","2","chkParentFullName","checkbox","Check Box","general","שם הורה","False","1"
"שדות","737","2","chkPartialAttraction","checkbox","Check Box","general","משיכה חלקית","False","1"
"שדות","715","1","chkPartialBalance_","checkbox","Check Box","general","יתרה חלקית","False","1"
"שדות","504","1","chkPartialRevenue","checkbox","Check Box","general","פדיון חלקי","True","2"
"שדות","731","1","chkPartialRevenue","checkbox","Check Box","general","משיכה חלקית חד פעמית","True","2"
"שדות","628","1","chkPartnerPublicFigure","checkbox","Check Box","general","קרוב של איש ציבור","False","1"
"שדות","790","2","chkPartOfEmployers","checkbox","Check Box","general","משיכה מחלק מהמעסיקים","False","1"
"שדות","793","2","chkPartOfEmployersFullAttraction","checkbox","Check Box","general","משיכה מלאה מחלק מהמעסיקים","False","1"
